City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,andergrove,-21.0833,149.1833,296.9,69,75,1.26,AU,1730755350
366,jiayuguan,39.8167,98.3,277.69,33,5,2.28,CN,1730755353
367,yulinshi,38.2906,109.7494,277.37,45,2,1.21,CN,1730755356
368,culiacan,24.7994,-107.3897,303.97,48,40,4.12,MX,1730755094
369,dzhalagash,45.0833,64.6667,275.66,55,54,2.77,KZ,1730755361
370,acajutla,13.5928,-89.8275,301.83,73,48,3.13,SV,1730755363
371,sotouboua,8.5667,0.9833,297.11,49,5,0.29,TG,1730755366
372,katabu,-4.9333,122.5167,296.23,93,100,1.47,ID,1730755369
373,itamaraca,-7.7478,-34.8256,298.66,65,1,4.21,BR,1730755373
374,lazaro cardenas,17.9583,-102.2,302.47,67,7,3.65,MX,1730755374
375,zeya,53.75,127.2667,261.25,83,30,1.81,RU,1730755377
376,bandrele,-12.9067,45.1914,300.01,83,0,2.57,YT,1730755379
377,revda,56.801,59.9303,268.29,87,95,4.33,RU,1730755380
378,saint-mandrier-sur-mer,43.078,5.929,289.69,79,0,1.79,FR,1730755381
379,trondheim,63.4305,10.3951,281.48,93,100,0.45,NO,1730755323
380,callao,-12.0667,-77.15,293.31,77,40,5.14,PE,1730755278
381,palmer,42.1584,-72.3287,284.55,52,75,2.57,US,1730755385
382,portland,45.5234,-122.6762,284.85,93,100,3.58,US,1730755300
383,undurkhaan,47.3194,110.6556,265.74,66,0,1.93,MN,1730755387
384,gamba,-2.65,10.0,297.64,93,100,1.18,GA,1730755389
385,sal rei,16.1833,-22.9167,298.69,76,62,8.35,CV,1730755390
386,watford city,47.8022,-103.2832,282.07,34,1,5.14,US,1730755391
387,anloga,5.7947,0.8973,301.03,76,0,2.8,GH,1730755392
388,nouadhibou,20.931,-17.0347,295.14,73,100,5.14,MR,1730755393
389,faya-largeau,17.9257,19.1043,296.22,22,0,8.39,TD,1730755394
390,santa ana de yacuma,-13.75,-65.4333,307.12,55,40,5.14,BO,1730755396
391,old town,50.087,14.4202,278.31,94,5,2.57,CZ,1730755397
392,beni saf,35.301,-1.3823,292.98,67,100,0.81,DZ,1730755399
393,darwin,-12.4611,130.8418,299.14,89,20,0.0,AU,1730755400
394,oliva de la frontera,38.276,-6.9187,289.04,85,100,2.11,ES,1730755401
395,yeniseysk,58.4497,92.1703,277.12,77,100,4.26,RU,1730755403
396,hammerfest,70.6634,23.6821,276.4,70,75,1.54,NO,1730755404
397,san juan,-31.5375,-68.5364,299.93,26,0,9.34,AR,1730755280
398,nevel'sk,46.6733,141.8633,274.52,86,100,3.79,RU,1730755406
399,lakatoro,-16.0999,167.4164,298.53,65,100,6.19,VU,1730755407
400,birjand,32.8663,59.2211,290.41,27,0,2.06,IR,1730755362
401,nuuk,64.1835,-51.7216,269.49,100,40,3.09,GL,1730755409
402,sokoni,-6.4333,39.55,299.61,81,3,5.03,TZ,1730755411
403,afgooye,2.1381,45.1212,298.45,84,70,3.18,SO,1730755412
404,grande prairie,55.1667,-118.8027,275.25,80,100,2.57,CA,1730755413
405,vorgashor,67.5833,63.95,268.9,92,100,7.92,RU,1730755414
406,colonia,50.9333,6.95,281.97,81,0,2.57,DE,1730755415
407,puerto armuelles,8.2833,-82.8667,296.53,92,100,1.79,PA,1730755417
408,ghadamis,30.1337,9.5007,296.38,32,0,3.77,LY,1730755418
409,phnom penh,11.5625,104.916,297.1,100,75,3.6,KH,1730755419
410,matoury,4.8483,-52.3317,302.13,74,0,4.63,GF,1730755420
411,rongelap,11.1635,166.8941,299.73,83,100,6.44,MH,1730755421
412,wuyang,31.9925,116.2472,286.16,57,68,2.49,CN,1730755422
413,vershino-darasunskiy,52.35,115.5167,260.12,84,2,1.29,RU,1730755425
414,toliara,-23.35,43.6667,297.17,88,0,1.74,MG,1730755191
415,mayya,61.7333,130.2811,248.15,100,88,0.3,RU,1730755427
416,coyhaique,-45.5752,-72.0662,278.22,98,88,3.72,CL,1730755428
417,san matias,-16.3667,-58.4,300.38,78,72,2.6,BO,1730755430
418,miramar beach,30.3744,-86.3586,300.16,81,0,4.63,US,1730755432
419,vorotynsk,54.4283,36.0465,271.55,94,57,4.39,RU,1730755434
420,okha,53.5739,142.9478,271.24,79,76,6.66,RU,1730755436
421,sao gabriel da cachoeira,-0.1303,-67.0892,303.29,61,100,1.67,BR,1730755437
422,saint-philippe,-21.3585,55.7679,296.18,87,34,4.41,RE,1730755438
423,senador jose porfirio,-2.5908,-51.9542,301.51,67,55,2.3,BR,1730755439
424,chauk,20.8833,94.8167,297.69,80,11,2.06,MM,1730755440
425,taksimo,56.3444,114.8794,258.02,92,61,0.61,RU,1730755442
426,chui,-33.6971,-53.4616,294.68,90,100,2.73,UY,1730755378
427,sao jose da coroa grande,-8.8978,-35.1478,298.08,66,10,3.52,BR,1730755444
428,hinton,53.4001,-117.5857,275.86,69,100,1.13,CA,1730755445
429,zhangatas,43.5667,69.75,283.86,87,100,0.1,KZ,1730755446
430,xai-xai,-25.0519,33.6442,296.51,66,1,3.77,MZ,1730755448
431,gornozavodsk,58.3758,58.3211,268.14,94,100,3.15,RU,1730755450
432,desaguadero,-16.5656,-69.0417,288.3,43,63,8.25,PE,1730755392
433,naze,28.3667,129.4833,295.66,75,90,5.8,JP,1730755166
434,labrador city,52.9463,-66.9114,271.58,75,75,3.58,CA,1730755453
435,el calafate,-50.3408,-72.2768,282.4,50,23,8.16,AR,1730755455
436,thai binh,20.45,106.3333,294.62,85,100,1.98,VN,1730755457
437,dongola,19.1667,30.4833,294.49,27,0,5.02,SD,1730755458
438,druzhny,53.6238,27.8977,271.97,82,10,3.21,BY,1730755459
439,wundanyi,-3.4019,38.364,290.57,84,61,2.11,KE,1730755460
440,carnarvon,-24.8667,113.6333,292.53,72,2,7.65,AU,1730755462
441,canguaretama,-6.38,-35.1289,297.72,73,6,5.48,BR,1730755464
442,greymouth,-42.4667,171.2,283.85,96,100,2.77,NZ,1730755395
443,ketchikan,55.3422,-131.6461,281.67,66,75,4.63,US,1730755466
444,harstad,68.799,16.5293,277.12,97,100,9.83,NO,1730755468
445,ha'il,27.5219,41.6907,291.16,100,0,4.12,SA,1730755469
446,n'zeto,-7.2312,12.8666,298.67,88,39,3.9,AO,1730755470
447,al ghayzah,16.2079,52.176,300.08,71,19,2.74,YE,1730755471
448,salekhard,66.53,66.6019,268.1,86,100,5.31,RU,1730755472
449,viedma,-40.8135,-62.9967,297.93,10,2,9.57,AR,1730755307
450,nova sintra,14.8667,-24.7167,299.98,80,62,6.66,CV,1730755476
451,novyy urgal,51.0736,132.5642,267.59,93,100,1.19,RU,1730755477
452,severo-yeniseyskiy,60.3725,93.0408,276.68,78,94,5.49,RU,1730755478
453,jiaozhou,36.2839,120.0033,279.04,65,7,2.57,CN,1730755479
454,dalbandin,28.8947,64.4101,296.67,21,0,1.51,PK,1730755481
455,richards bay,-28.783,32.0377,292.85,78,98,6.23,ZA,1730755482
456,minas de marcona,-15.2119,-75.1103,290.28,68,8,8.6,PE,1730755483
457,leongatha,-38.4833,145.95,284.05,75,1,0.59,AU,1730755484
458,san antonio de pale,-1.4014,5.6325,298.68,83,100,5.42,GQ,1730755485
459,mar del plata,-38.0023,-57.5575,294.16,61,20,6.26,AR,1730755263
460,huadian,42.9633,126.7478,272.49,70,0,2.88,CN,1730755228
461,bredy,52.4153,60.3411,271.45,62,100,2.71,RU,1730755489
462,mersing,2.4312,103.8405,297.1,100,20,2.57,MY,1730755490
463,lekki,6.3607,4.8333,298.1,92,3,0.51,NG,1730755491
464,san rafael,-34.6177,-68.3301,294.92,22,0,5.31,AR,1730755492
465,brookings,44.3114,-96.7984,284.36,70,20,6.69,US,1730755493
466,shunyi,40.125,116.6453,271.12,93,0,1.0,CN,1730755495
467,igarka,67.4667,86.5833,265.34,93,33,5.45,RU,1730755496
468,nizhnesortymskiy,62.4397,71.7603,270.77,95,100,8.42,RU,1730755475
469,kenai,60.5544,-151.2583,275.2,87,0,2.57,US,1730755498
470,salisbury,51.0693,-1.7957,284.15,86,100,2.06,GB,1730755499
471,susuman,62.7833,148.1667,247.83,99,100,1.49,RU,1730755501
472,katsuura,35.1333,140.3,294.02,74,66,5.74,JP,1730755502
473,navojoa,27.1,-109.4333,299.32,34,65,3.04,MX,1730755503
474,lensk,60.7253,114.9278,248.83,100,73,1.3,RU,1730755504
475,atafu village,-8.5421,-172.5159,300.43,81,100,8.03,TK,1730755505
476,smithers,54.7804,-127.1743,275.33,93,100,2.57,CA,1730755507
477,mata-utu,-13.2816,-176.1745,300.88,80,97,4.72,WF,1730755508
478,mahdishahr,35.7108,53.3556,284.78,67,25,2.82,IR,1730755509
479,brandon,27.9378,-82.2859,300.43,89,100,3.09,US,1730755242
480,rockland,41.1668,-74.0496,286.19,67,92,0.89,US,1730755511
481,coquimbo,-29.9533,-71.3436,293.0,52,0,5.66,CL,1730755302
482,reggane,26.7158,0.1714,300.64,16,100,1.04,DZ,1730755514
483,zag,46.9441,99.165,258.25,90,44,1.37,MN,1730755515
484,kolonia,50.9333,6.95,281.97,81,0,2.57,DE,1730755516
485,alta,69.9689,23.2717,271.74,93,75,1.03,NO,1730755517
486,leeton,-34.5667,146.4,292.09,39,0,1.9,AU,1730755518
487,puerto baquerizo moreno,-0.9,-89.6,296.7,60,75,6.17,EC,1730755336
488,lardero,42.4269,-2.4615,286.55,94,20,1.54,ES,1730755521
489,choix,26.7092,-108.3219,301.05,32,0,3.91,MX,1730755522
490,santa maria,-29.6842,-53.8069,300.76,78,75,1.54,BR,1730755487
491,kailua-kona,19.6406,-155.9956,302.92,71,20,3.6,US,1730755524
492,laojunmiao,39.8333,97.7333,277.87,29,2,1.86,CN,1730755525
493,turpan,42.9333,89.1667,283.95,41,68,0.65,CN,1730755527
494,mormugao,15.4,73.8,298.74,89,20,1.03,IN,1730755284
495,inhambane,-23.865,35.3833,296.52,83,0,4.26,MZ,1730755529
496,mmabatho,-25.85,25.6333,299.13,18,100,5.66,ZA,1730755530
497,qui nhon,13.7667,109.2333,296.84,92,80,3.8,VN,1730755531
498,basco,20.4487,121.9702,299.59,83,100,12.24,PH,1730755532
499,francistown,-21.17,27.5079,299.6,14,0,5.99,BW,1730755534
500,senanga,-16.1167,23.2667,294.95,72,81,2.43,ZM,1730755535
501,darab,28.7519,54.5444,294.9,37,0,1.53,IR,1730755536
502,jiamusi,46.8333,130.35,270.92,48,100,1.05,CN,1730755537
503,gisborne,-38.6533,178.0042,288.29,54,27,0.9,NZ,1730755538
504,arteche,12.2645,125.4048,297.28,94,96,1.87,PH,1730755539
505,tosontsengel,48.7567,98.2839,261.98,88,77,0.06,MN,1730755542
506,mildura,-34.2,142.15,292.08,51,6,2.36,AU,1730755543
507,bathsheba,13.2167,-59.5167,303.49,79,40,5.14,BB,1730755544
508,chamical,-30.36,-66.314,302.71,43,67,7.81,AR,1730755545
509,ubari,26.5921,12.7805,291.99,36,0,2.32,LY,1730755546
510,aras-asan,8.8908,126.3033,297.48,88,93,0.96,PH,1730755548
511,paracin,43.8608,21.4078,278.34,57,86,1.15,RS,1730755549
512,oriximina,-1.7656,-55.8661,307.03,44,26,1.98,BR,1730755550
513,nicoya,10.1483,-85.452,297.18,95,100,1.43,CR,1730755551
514,yanam,16.7333,82.2167,296.24,81,51,1.42,IN,1730755552
515,gross-gerau,49.9239,8.4936,280.46,89,0,4.12,DE,1730755553
516,freeport,40.6576,-73.5832,287.05,76,75,4.12,US,1730755555
517,ayden,35.4727,-77.4155,296.2,74,0,3.6,US,1730755557
518,thinadhoo,0.5333,72.9333,301.19,69,75,5.17,MV,1730755558
519,kiruna,67.8557,20.2251,271.66,93,100,2.57,SE,1730755559
520,vuktyl,63.8567,57.3094,268.21,86,100,4.14,RU,1730755561
521,panshan,41.1881,122.0494,275.26,46,73,2.41,CN,1730755562
522,nova zagora,42.4833,26.0167,280.3,53,0,1.8,BG,1730755564
523,bonthe,7.5264,-12.505,299.2,85,100,1.97,SL,1730755355
524,guadalupe y calvo,26.1,-106.9667,287.44,45,0,5.74,MX,1730755566
525,korla,41.7597,86.1469,282.3,48,99,0.7,CN,1730755568
526,san luis de la loma,17.2706,-100.8939,302.11,73,29,3.19,MX,1730755569
527,chiredzi,-21.05,31.6667,297.43,33,0,3.25,ZW,1730755570
528,gunnedah,-30.9833,150.25,294.66,58,2,2.9,AU,1730755571
529,tahe,52.3333,124.7333,254.99,97,11,1.76,CN,1730755572
530,bir el ater,34.7449,8.0602,290.63,54,2,2.67,DZ,1730755573
531,chernomorskoye,45.5039,32.6997,280.81,55,24,12.01,UA,1730755575
532,palangkaraya,-2.2,113.8333,296.18,97,100,0.34,ID,1730755576
533,jaisalmer,26.9147,70.9181,300.19,31,0,4.62,IN,1730755577
534,lodja,-3.4833,23.4333,293.67,94,54,1.15,CD,1730755578
535,tonota,-21.4833,27.4833,299.13,14,0,4.96,BW,1730755581
536,dunedin,-45.8742,170.5036,286.37,90,97,2.68,NZ,1730755451
537,banjarmasin,-3.3244,114.591,298.23,88,100,1.48,ID,1730755584
538,buckingham,51.9997,-0.9878,282.94,94,100,2.07,GB,1730755585
539,pedernales,18.0384,-71.744,300.81,76,100,2.99,DO,1730755587
540,tsiombe,-25.3,45.4833,295.71,84,15,6.26,MG,1730755588
541,flying fish cove,-10.4217,105.6791,298.97,100,100,4.63,CX,1730755589
542,las tablas,7.7667,-80.2833,298.25,99,98,2.97,PA,1730755590
543,urucui,-7.2294,-44.5561,306.61,28,83,2.27,BR,1730755591
544,macusani,-14.0833,-70.4333,277.56,85,98,2.84,PE,1730755592
545,touros,-5.1989,-35.4608,298.65,77,15,6.78,BR,1730755594
546,brisas de zicatela,15.8369,-97.0419,303.44,74,20,6.17,MX,1730755595
547,cambria,35.5641,-121.0808,296.62,48,0,1.79,US,1730755596
548,armacao de buzios,-22.7469,-41.8817,297.24,87,100,9.1,BR,1730755551
549,redencao,-4.2258,-38.7306,298.5,68,39,2.97,BR,1730755598
550,ghat,24.9647,10.1728,295.02,29,0,2.98,LY,1730755599
551,san mariano,7.5,126.0,295.22,94,95,1.0,PH,1730755601
552,mulayjah,27.271,48.4242,298.49,48,0,3.32,SA,1730755602
553,mponela,-13.5319,33.7401,295.34,56,4,2.21,MW,1730755603
554,lionel town,17.8101,-77.2406,299.38,86,100,6.06,JM,1730755604
555,aioun,16.6614,-9.6149,304.18,15,0,3.77,MR,1730755605
556,guatrache,-37.6678,-63.5302,296.18,15,0,5.83,AR,1730755606
557,lakhdenpokh'ya,61.5198,30.1992,273.1,79,93,3.8,RU,1730755608
558,el nido,11.1858,119.3956,299.34,93,100,1.67,PH,1730755551
559,i-n-salah,27.1935,2.4607,302.08,15,100,3.62,DZ,1730755610
560,san fernando,15.0286,120.6898,299.0,91,45,1.42,PH,1730755611
561,camiri,-20.05,-63.5167,308.03,31,75,2.06,BO,1730755612
562,tofol,5.3248,163.0078,301.62,70,84,2.41,FM,1730755613
